"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-11-30",,"85",,"73"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-12-01",,"85",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-12-02",,"85",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-12-03",,"85",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-12-04",,"85",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-12-05","0.04","85",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-12-06","0.00","85",,"73"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-12-07","0.00","83",,"71"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-12-08",,"83",,"72"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-12-09",,"83",,"71"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-12-10",,"83",,"72"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-12-11",,"82",,"71"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-12-12",,"81",,"71"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-12-13",,"79",,"67"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-12-14",,"78",,"64"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-12-15",,"79",,"64"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-12-16",,"80",,"68"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-12-17",,"81",,"70"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-12-18",,"82",,"72"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-12-19",,"82",,"71"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-12-20",,"81",,"68"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-12-21",,"81",,"70"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-12-22",,"84",,"72"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-12-23",,"83",,"72"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-12-24",,"83",,"72"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-12-25",,"82",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-12-26","0.00","80",,
"IN012070800","BOMBAY SANTACRUZ, IN","2019-12-27",,"79",,"64"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-12-28",,"81",,"69"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-12-29",,"80",,"72"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-12-30",,"78",,"68"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-12-31",,"74",,"62"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-01-01",,"74",,"59"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-01-02",,"75",,"63"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-01-03",,"74",,"62"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-01-04",,"73",,"60"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-01-05",,"78",,"63"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-01-06",,"81",,"69"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-01-07",,"81",,"67"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-01-08",,"79",,
"IN012070800","BOMBAY SANTACRUZ, IN","2020-01-09",,"75",,"62"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-01-10",,"79",,"65"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-01-11",,"81",,"71"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-01-12",,"81",,"68"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-01-13",,"79",,"71"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-01-14",,"76",,
"IN012070800","BOMBAY SANTACRUZ, IN","2020-01-15",,"74",,"62"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-01-16",,"70",,
"IN012070800","BOMBAY SANTACRUZ, IN","2020-01-17",,"69",,"53"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-01-18",,"75",,"56"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-01-19",,"78",,"60"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-01-20",,"80",,"64"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-01-21",,"79",,"66"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-01-22",,"81",,"65"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-01-23",,"83",,"67"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-01-24",,"83",,"68"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-01-25",,"82",,"67"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-01-26",,"81",,
"IN012070800","BOMBAY SANTACRUZ, IN","2020-01-27",,"78",,"68"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-01-28",,"77",,"67"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-01-29",,"72",,
"IN012070800","BOMBAY SANTACRUZ, IN","2020-01-30",,"74",,"56"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-01-31",,"74",,"59"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-02-01",,"77",,"60"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-02-02",,"79",,"64"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-02-03",,"76",,"66"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-02-04",,"77",,"65"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-02-05",,"77",,"60"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-02-06",,"76",,
"IN012070800","BOMBAY SANTACRUZ, IN","2020-02-07",,"74",,"58"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-02-08",,"78",,"62"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-02-09",,"81",,"67"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-02-10",,"83",,"70"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-02-11",,"84",,"72"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-02-12",,"85",,"72"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-02-13",,"85",,"71"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-02-14",,"85",,"71"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-02-15",,"82",,"67"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-02-16",,"81",,"67"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-02-17",,"86",,"68"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-02-18",,"87",,"72"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-02-19",,"85",,"69"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-02-20",,"83",,"69"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-02-21",,"82",,"69"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-02-22",,"83",,"66"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-02-23",,"84",,"67"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-02-24",,"82",,"67"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-02-25",,"86",,"64"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-02-26",,"85","98","72"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-02-27",,"85",,"69"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-02-28",,"83",,"64"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-02-29",,"82",,"67"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-03-01",,"82",,"68"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-03-02",,"80",,"63"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-03-03",,"80",,"71"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-03-04",,"79",,"67"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-03-05",,"80",,"69"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-03-06",,"80",,"72"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-03-07",,"78",,
"IN012070800","BOMBAY SANTACRUZ, IN","2020-03-08",,"78",,"64"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-03-09",,"79",,"67"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-03-10",,"80",,"70"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-03-11",,"79",,"70"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-03-12",,"77",,"67"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-03-13",,"77",,"63"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-03-14",,"78",,"62"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-03-15",,"85",,"63"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-03-16",,"87",,"69"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-03-17",,"86",,"68"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-03-18",,"85",,"70"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-03-19",,"83",,"70"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-03-20",,"81",,"72"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-03-21",,"80",,"68"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-03-22",,"83",,"69"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-03-23",,"86",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-03-24",,"86",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-03-25",,"85",,"79"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-03-26",,"85",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-03-27",,"85",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-03-28",,"86",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-03-29",,"87",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-03-30",,"85",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-03-31",,"84",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-04-01",,"85",,"72"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-04-02",,"86",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-04-03",,"86",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-04-04",,"85",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-04-05",,"85",,"73"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-04-06",,"84",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-04-07",,"83",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-04-08",,"83",,"73"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-04-09",,"84",,"73"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-04-10",,"85",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-04-11",,"87",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-04-12",,"86",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-04-13",,"86",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-04-14",,"88",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-04-15",,"87",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-04-16",,"87",,"81"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-04-17",,"86",,"79"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-04-18",,"87",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-04-19",,"89",,"81"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-04-20",,"92",,"80"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-04-21",,"87",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-04-22",,"87",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-04-23",,"87",,"79"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-04-24",,"87",,"79"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-04-25",,"87",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-04-26",,"86",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-04-27",,"86",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-04-28",,"88",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-04-29",,"88",,"80"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-04-30",,"87",,"82"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-05-01",,"87",,"82"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-05-02",,"87",,"79"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-05-03",,"87",,"81"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-05-04",,"87",,"79"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-05-05",,"88",,"81"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-05-06",,"88",,"80"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-05-07",,"87",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-05-08",,"87",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-05-09",,"87",,"79"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-05-10",,"88",,"80"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-05-11",,"88",,"80"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-05-12",,"87",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-05-13",,"87",,"80"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-05-14",,"89",,"81"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-05-15",,"89",,"83"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-05-16",,"88",,"83"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-05-17",,"88",,"82"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-05-18",,"88",,"82"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-05-19",,"87",,"82"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-05-20",,"87",,"81"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-05-21",,"87",,"79"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-05-22",,"88",,"82"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-05-23",,"88",,"80"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-05-24",,"88",,"84"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-05-25",,"88",,"83"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-05-26",,"88",,"84"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-05-27",,"88",,"83"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-05-28",,"89",,"83"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-05-29",,"89",,"84"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-05-30",,"90",,"85"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-05-31",,"90",,"85"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-06-01","0.01","87",,"80"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-06-02","0.00","85",,
"IN012070800","BOMBAY SANTACRUZ, IN","2020-06-03","0.91","82",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-06-04","0.98","79",,
"IN012070800","BOMBAY SANTACRUZ, IN","2020-06-05","2.09","84",,"72"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-06-06","2.56","84",,"73"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-06-07","0.00","85",,
"IN012070800","BOMBAY SANTACRUZ, IN","2020-06-08",,"83",,"72"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-06-09",,"85",,"81"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-06-10",,"86",,"80"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-06-11","0.04","85",,"79"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-06-12","0.00","85",,"80"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-06-13","0.08","84",,
"IN012070800","BOMBAY SANTACRUZ, IN","2020-06-14","0.79","86",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-06-15","0.00","85",,"81"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-06-16","1.46","84",,"80"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-06-17","0.03","84",,"81"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-06-18","0.03","82",,
"IN012070800","BOMBAY SANTACRUZ, IN","2020-06-19","1.61","85",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-06-20","0.02","87",,"81"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-06-21","0.08","85",,
"IN012070800","BOMBAY SANTACRUZ, IN","2020-06-22","0.51","85",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-06-23","0.24","85",,"79"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-06-24","0.01","86",,"80"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-06-25","0.00","86",,"80"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-06-26","0.24","86",,"79"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-06-27","0.08","87",,"80"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-06-28","1.06","85",,"79"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-06-29","1.54","84",,
"IN012070800","BOMBAY SANTACRUZ, IN","2020-06-30","0.43","84",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-07-01","0.35","84",,"79"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-07-02","0.28","84",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-07-03","0.43","81",,"79"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-07-04","6.18","80",,
"IN012070800","BOMBAY SANTACRUZ, IN","2020-07-05","7.91","83",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-07-06","4.57","84",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-07-07","1.18","83",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-07-08","2.28","84",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-07-09","0.79","84",,"79"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-07-10","0.24","85",,"80"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-07-11","0.04","84",,
"IN012070800","BOMBAY SANTACRUZ, IN","2020-07-12","0.87","80",,
"IN012070800","BOMBAY SANTACRUZ, IN","2020-07-13","2.76","81",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-07-14","1.06","80",,
"IN012070800","BOMBAY SANTACRUZ, IN","2020-07-15","3.82","79",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-07-16","7.52","79",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-07-17","6.10","80",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-07-18","2.13","83",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-07-19","0.31","85",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-07-20","0.24","85",,"80"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-07-21","0.16","85",,"80"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-07-22","0.00","85",,"79"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-07-23","1.93","84",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-07-24","0.71","82",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-07-25","0.39","84",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-07-26","0.35","83",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-07-27","3.98","80",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-07-28","1.14","80",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-07-29","0.35","82",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-07-30","0.71","81",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-07-31","0.35","83",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-08-01","0.02","84",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-08-02","0.01","84",,"79"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-08-03","0.12","82",,
"IN012070800","BOMBAY SANTACRUZ, IN","2020-08-04","0.00","81",,
"IN012070800","BOMBAY SANTACRUZ, IN","2020-08-05","3.31","79",,
"IN012070800","BOMBAY SANTACRUZ, IN","2020-08-06","0.63","80",,"73"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-08-07","3.11","82",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-08-08","0.47","83",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-08-09","0.75","84",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-08-10","0.02","83",,"81"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-08-11","0.20","83",,"79"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-08-12","1.22","81",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-08-13","1.65","82",,
"IN012070800","BOMBAY SANTACRUZ, IN","2020-08-14","1.61","80",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-08-15","2.36","82",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-08-16","0.75","83",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-08-17","0.31","81",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-08-18","1.77","82",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-08-19","0.43","82",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-08-20","0.91","81",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-08-21","1.26","80",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-08-22","2.56","82",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-08-23","0.55","83",,"79"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-08-24","0.31","83",,
"IN012070800","BOMBAY SANTACRUZ, IN","2020-08-25","0.51","82",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-08-26","0.16","83",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-08-27","0.08","83",,
"IN012070800","BOMBAY SANTACRUZ, IN","2020-08-28","0.20","79",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-08-29","3.35","79",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-08-30","2.09","80",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-08-31","1.81","81",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-09-01","0.35","82",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-09-02","0.43","83",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-09-03","0.00","84",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-09-04","0.00","86",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-09-05","0.28","87",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-09-06","0.00","86",,
"IN012070800","BOMBAY SANTACRUZ, IN","2020-09-07","0.43","83",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-09-08","0.02","86",,"79"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-09-09","0.00","86",,"80"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-09-10","0.24","85",,"80"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-09-11","0.00","84",,
"IN012070800","BOMBAY SANTACRUZ, IN","2020-09-12","0.43","82",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-09-13","1.02","83",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-09-14","0.12","81",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-09-15","0.28","82",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-09-16","0.12","82",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-09-17","0.59","81",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-09-18","0.00","80",,
"IN012070800","BOMBAY SANTACRUZ, IN","2020-09-19","0.08","82",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-09-20","0.47","85",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-09-21","0.00","82",,
"IN012070800","BOMBAY SANTACRUZ, IN","2020-09-22","0.91","80",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-09-23","11.26","78",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-09-24","4.29","82",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-09-25","0.08","83",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-09-26","0.00","84",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-09-27","0.00","84",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-09-28",,"83",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-09-29",,"84",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-09-30",,"84",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-10-01",,"85",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-10-02",,"85",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-10-03",,"83",,
"IN012070800","BOMBAY SANTACRUZ, IN","2020-10-04","2.20","82",,"73"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-10-05","0.00","83",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-10-06","0.00","85",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-10-07",,"87",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-10-08",,"87",,"80"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-10-09",,"89",,"81"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-10-10",,"85",,
"IN012070800","BOMBAY SANTACRUZ, IN","2020-10-11",,"85",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-10-12",,"85",,"81"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-10-13",,"85",,"80"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-10-14",,"83",,
"IN012070800","BOMBAY SANTACRUZ, IN","2020-10-15","3.43","83",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-10-16","0.83","85",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-10-17","0.00","84",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-10-18",,"84",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-10-19",,"84",,"79"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-10-20",,"86",,"79"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-10-21",,"85","92","80"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-10-22",,"84",,
"IN012070800","BOMBAY SANTACRUZ, IN","2020-10-23",,"85",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-10-24",,"85",,"80"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-10-25",,"85",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-10-26",,"86",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-10-27",,"87",,"72"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-10-28",,"86",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-10-29",,"85",,"73"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-10-30",,"86",,"73"
