"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"IN012070800","BOMBAY SANTACRUZ, IN","2003-10-18","0.00","85",,"72"
"IN012070800","BOMBAY SANTACRUZ, IN","2003-10-19","0.00","85",,"72"
"IN012070800","BOMBAY SANTACRUZ, IN","2003-10-20","0.00","88",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2003-10-21","0.00","87",,
"IN012070800","BOMBAY SANTACRUZ, IN","2003-10-22","0.00","85",,"72"
"IN012070800","BOMBAY SANTACRUZ, IN","2003-10-23","0.59","83",,
"IN012070800","BOMBAY SANTACRUZ, IN","2003-10-24","0.00","82",,"70"
"IN012070800","BOMBAY SANTACRUZ, IN","2003-10-25","0.00","82",,"70"
"IN012070800","BOMBAY SANTACRUZ, IN","2003-10-26","0.00","81",,"70"
"IN012070800","BOMBAY SANTACRUZ, IN","2003-10-27","0.00","82",,"67"
"IN012070800","BOMBAY SANTACRUZ, IN","2003-10-28","0.00","85","95","67"
"IN012070800","BOMBAY SANTACRUZ, IN","2003-10-29","0.00","86",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2003-10-30","0.00","87",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2003-10-31","0.00","86",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2003-11-01","0.00","87",,
"IN012070800","BOMBAY SANTACRUZ, IN","2003-11-02","0.00","87",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","2003-11-03","0.00","89",,"79"
"IN012070800","BOMBAY SANTACRUZ, IN","2003-11-04","0.00","88",,
"IN012070800","BOMBAY SANTACRUZ, IN","2003-11-05","0.00","86",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2003-11-06","0.00","85",,
"IN012070800","BOMBAY SANTACRUZ, IN","2003-11-07","0.00","84",,"72"
"IN012070800","BOMBAY SANTACRUZ, IN","2003-11-08","0.00","85",,"72"
"IN012070800","BOMBAY SANTACRUZ, IN","2003-11-09","0.00","86",,
"IN012070800","BOMBAY SANTACRUZ, IN","2003-11-10","0.00","86",,"72"
"IN012070800","BOMBAY SANTACRUZ, IN","2003-11-11","0.00","85",,"71"
"IN012070800","BOMBAY SANTACRUZ, IN","2003-11-12","0.00","85",,"72"
"IN012070800","BOMBAY SANTACRUZ, IN","2003-11-13","0.00","84",,"72"
"IN012070800","BOMBAY SANTACRUZ, IN","2003-11-14","0.00","83",,"72"
"IN012070800","BOMBAY SANTACRUZ, IN","2003-11-15","0.00","85",,"72"
"IN012070800","BOMBAY SANTACRUZ, IN","2003-11-16","0.00","82",,"70"
"IN012070800","BOMBAY SANTACRUZ, IN","2003-11-17","0.00","83",,"69"
"IN012070800","BOMBAY SANTACRUZ, IN","2003-11-18","0.00","83",,"71"
"IN012070800","BOMBAY SANTACRUZ, IN","2003-11-19","0.00","85",,"73"
"IN012070800","BOMBAY SANTACRUZ, IN","2003-11-20","0.00","81",,"72"
"IN012070800","BOMBAY SANTACRUZ, IN","2003-11-21","0.00","78","96",
"IN012070800","BOMBAY SANTACRUZ, IN","2003-11-22","0.00","77","96",
"IN012070800","BOMBAY SANTACRUZ, IN","2003-11-23",,"78","91",
"IN012070800","BOMBAY SANTACRUZ, IN","2003-11-24","0.00","79","96",
"IN012070800","BOMBAY SANTACRUZ, IN","2003-11-25","0.00","78","94",
"IN012070800","BOMBAY SANTACRUZ, IN","2003-11-26","0.00","76",,
"IN012070800","BOMBAY SANTACRUZ, IN","2003-11-27","0.00","76","91",
"IN012070800","BOMBAY SANTACRUZ, IN","2003-11-28","0.00","76","90",
"IN012070800","BOMBAY SANTACRUZ, IN","2003-11-29","0.00","78","94",
"IN012070800","BOMBAY SANTACRUZ, IN","2003-11-30","0.00","79","95","71"
"IN012070800","BOMBAY SANTACRUZ, IN","2003-12-01","0.00","80","95",
"IN012070800","BOMBAY SANTACRUZ, IN","2003-12-02","0.00","78","93",
"IN012070800","BOMBAY SANTACRUZ, IN","2003-12-03","0.00","78","91",
"IN012070800","BOMBAY SANTACRUZ, IN","2003-12-04","0.00","77","93","70"
"IN012070800","BOMBAY SANTACRUZ, IN","2003-12-05","0.00","78","93",
"IN012070800","BOMBAY SANTACRUZ, IN","2003-12-06","0.00","78","94","65"
"IN012070800","BOMBAY SANTACRUZ, IN","2003-12-07","0.00","76","95",
"IN012070800","BOMBAY SANTACRUZ, IN","2003-12-08","0.00","75","95",
"IN012070800","BOMBAY SANTACRUZ, IN","2003-12-09","0.00","73","90","64"
"IN012070800","BOMBAY SANTACRUZ, IN","2003-12-10","0.00","74","93","63"
"IN012070800","BOMBAY SANTACRUZ, IN","2003-12-11","0.00","75","94",
"IN012070800","BOMBAY SANTACRUZ, IN","2003-12-12","0.00","75","90",
"IN012070800","BOMBAY SANTACRUZ, IN","2003-12-13","0.00","76","92",
"IN012070800","BOMBAY SANTACRUZ, IN","2003-12-14","0.00","75","90",
"IN012070800","BOMBAY SANTACRUZ, IN","2003-12-15","0.00","72","88",
"IN012070800","BOMBAY SANTACRUZ, IN","2003-12-16","0.00","69",,
"IN012070800","BOMBAY SANTACRUZ, IN","2003-12-17","0.00","68","87",
"IN012070800","BOMBAY SANTACRUZ, IN","2003-12-18","0.00","71",,
"IN012070800","BOMBAY SANTACRUZ, IN","2003-12-19","0.00","71","90",
"IN012070800","BOMBAY SANTACRUZ, IN","2003-12-20","0.00","71","92","62"
"IN012070800","BOMBAY SANTACRUZ, IN","2003-12-21","0.00","72","90",
"IN012070800","BOMBAY SANTACRUZ, IN","2003-12-22","0.00","72","91",
"IN012070800","BOMBAY SANTACRUZ, IN","2003-12-23","0.00","72","92",
"IN012070800","BOMBAY SANTACRUZ, IN","2003-12-24","0.00","72","92","62"
"IN012070800","BOMBAY SANTACRUZ, IN","2003-12-25","0.00","72","92","62"
"IN012070800","BOMBAY SANTACRUZ, IN","2003-12-26","0.00","70","87",
"IN012070800","BOMBAY SANTACRUZ, IN","2003-12-27","0.00","67","84",
"IN012070800","BOMBAY SANTACRUZ, IN","2003-12-28","0.00","69","86",
"IN012070800","BOMBAY SANTACRUZ, IN","2003-12-29","0.00","74","91","64"
"IN012070800","BOMBAY SANTACRUZ, IN","2003-12-30","0.00","73","90",
"IN012070800","BOMBAY SANTACRUZ, IN","2003-12-31","0.00","71","89",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-01-01","0.00","70","86",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-01-02","0.00","66","85",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-01-03","0.00","67","86",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-01-04","0.00","69",,
"IN012070800","BOMBAY SANTACRUZ, IN","2004-01-05","0.00","67","84",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-01-06","0.00","66","85",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-01-07","0.00","72","90",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-01-08","0.00","76","92",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-01-09","0.00","74","91",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-01-10","0.00","72","90",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-01-11","0.00","71","92",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-01-12","0.00","71","92",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-01-13","0.00","71","90",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-01-14","0.00","71","90","59"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-01-15","0.00","72","88",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-01-16","0.00","74","99",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-01-17","0.00","72","89",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-01-18","0.00","72","90",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-01-19","0.00","71","89",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-01-20","0.00","70","87",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-01-21",,"70","85",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-01-22","0.00","70","83",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-01-23","0.00","66","80",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-01-24","0.00","66","87",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-01-25","0.00","69","86",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-01-26","0.00","67","85",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-01-27","0.00","70","90",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-01-28","0.00","74","92","65"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-01-29","0.00","73","86",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-01-30","0.00","72","85",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-01-31","0.00","69","83",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-02-01","0.00","67","85",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-02-02","0.00","72","90",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-02-03","0.00","76","95",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-02-04","0.00","72","91",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-02-05","0.00","72","87","63"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-02-06","0.00","70","90",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-02-07","0.00","71","92","58"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-02-08","0.00","75","94","60"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-02-09","0.00","71","90","61"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-02-10","0.00","71","86",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-02-11","0.00","71","88",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-02-12","0.00","71","88",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-02-13","0.00","72","87",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-02-14","0.00","74",,"63"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-02-15","0.00","74","89",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-02-16","0.00","76","95","66"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-02-17","0.00","74","93",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-02-18","0.00","74","92",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-02-19","0.00","70","90",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-02-20","0.00","72","83",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-02-21","0.00","78","90",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-02-22","0.00","83",,"65"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-02-23","0.00","81",,"66"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-02-24","0.00","80",,"64"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-02-25","0.00","81",,"66"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-02-26","0.00","78",,"67"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-02-27","0.00","77","87","67"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-02-28","0.00","75","84",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-02-29","0.00","78","87","67"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-03-01","0.00","82",,"67"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-03-02","0.00","82",,"67"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-03-03","0.00","87",,"68"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-03-04","0.00","85",,"69"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-03-05","0.00","81",,
"IN012070800","BOMBAY SANTACRUZ, IN","2004-03-06","0.00","81","94",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-03-07","0.00","83",,"65"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-03-08","0.00","84",,"64"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-03-09","0.00","83","100","69"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-03-10","0.00","80",,"69"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-03-11","0.00","81",,"72"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-03-12","0.00","86",,"68"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-03-13","0.00","86",,"70"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-03-14","0.00","85",,"70"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-03-15","0.00","86",,"70"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-03-16","0.00","87",,"73"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-03-17","0.00","84",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-03-18","0.00","84","94",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-03-19","0.00","88",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-03-20","0.00","84",,"71"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-03-21","0.00","80","90",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-03-22","0.00","81","91",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-03-23","0.00","81","91","73"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-03-24","0.00","81",,
"IN012070800","BOMBAY SANTACRUZ, IN","2004-03-25","0.00","80","91",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-03-26","0.00","78","91",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-03-27","0.00","79","92",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-03-28","0.00","82","92",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-03-29","0.00","79","88",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-03-30","0.00","79","89",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-03-31","0.00","80","88",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-04-01","0.00","80","89",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-04-02","0.00","81","90","73"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-04-03","0.00","82",,"73"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-04-04","0.00","83","93","73"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-04-05","0.00","82",,
"IN012070800","BOMBAY SANTACRUZ, IN","2004-04-06","0.00","82",,
"IN012070800","BOMBAY SANTACRUZ, IN","2004-04-07","0.00","82","91",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-04-08","0.00","82","90","75"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-04-09","0.00","81",,
"IN012070800","BOMBAY SANTACRUZ, IN","2004-04-10","0.00","81","92","75"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-04-11","0.00","83","94",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-04-12","0.00","83","92","75"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-04-13","0.00","83","92",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-04-14","0.00","84","92",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-04-15","0.00","84","93",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-04-16","0.00","84","92","76"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-04-17","0.00","82","92","77"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-04-18","0.00","85",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-04-19","0.00","85",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-04-20","0.00","87",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-04-21","0.00","86","98","77"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-04-22","0.00","84",,
"IN012070800","BOMBAY SANTACRUZ, IN","2004-04-23","0.00","83","93","79"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-04-24","0.00","83","91","79"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-04-25","0.00","83","92","77"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-04-26","0.00","83","92","77"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-04-27","0.00","83","91","78"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-04-28","0.00","82","92",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-04-29","0.00","84","92","78"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-04-30","0.00","85","92","78"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-05-01","0.00","85",,
"IN012070800","BOMBAY SANTACRUZ, IN","2004-05-02","0.00","88",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-05-03","0.00","88","97","77"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-05-04",,"88","98",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-05-05","0.00","88","96","80"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-05-06","0.00","89","99","82"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-05-07","0.00","86","102",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-05-08","0.20","90","101","80"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-05-09","0.00","85","98",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-05-10","0.00","85","98",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-05-11","0.02","84","93",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-05-12","0.00","83","93",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-05-13","0.00","83","93","80"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-05-14",,"83","93",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-05-15","0.00","83","93",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-05-16","0.00","85","94",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-05-17","0.00","86","92",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-05-18","2.17","84","91","77"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-05-19","0.16","83","91",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-05-20","0.12","87","92","83"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-05-21","0.00","86","92",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-05-22","0.00","86",,
"IN012070800","BOMBAY SANTACRUZ, IN","2004-05-23","0.00","86","92",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-05-24","0.01","85","93",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-05-25","0.00","86","93",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-05-26","0.00","86","93",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-05-27","0.00","86",,
"IN012070800","BOMBAY SANTACRUZ, IN","2004-05-28","0.00","87","92","82"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-05-29","0.00","87","92","80"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-05-30","0.00","87","92",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-05-31","0.03","86","93",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-06-01","0.00","86","90",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-06-02","0.00","87","93",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-06-03","0.00","87",,
"IN012070800","BOMBAY SANTACRUZ, IN","2004-06-04","0.00","87",,
"IN012070800","BOMBAY SANTACRUZ, IN","2004-06-05","0.12","87","93",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-06-06","0.00","84","91",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-06-07",,"85","93",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-06-08","0.00","85",,
"IN012070800","BOMBAY SANTACRUZ, IN","2004-06-09",,"85","95",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-06-10","0.00","82","92",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-06-11","0.02","83","93","79"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-06-12","0.08","82","91",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-06-13","0.16","78","87",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-06-14","0.83","78","85",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-06-15","2.36","81","83","77"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-06-16","1.02","84","88",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-06-17","1.46","79","85",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-06-18","3.19","80","84","71"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-06-19","0.12","83","87",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-06-20","0.12","83","88","78"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-06-21","0.00","85",,
"IN012070800","BOMBAY SANTACRUZ, IN","2004-06-22","0.00","84",,"82"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-06-23","0.00","85","89","82"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-06-24",,"84",,
"IN012070800","BOMBAY SANTACRUZ, IN","2004-06-25","0.16","84","90","79"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-06-26","0.24","84","90","81"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-06-27","0.02","85","89","81"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-06-28","0.01","85",,"82"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-06-29","0.00","86","90",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-06-30","0.12","85","89","79"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-07-01","0.16","84",,"81"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-07-02","0.24","83",,
"IN012070800","BOMBAY SANTACRUZ, IN","2004-07-03","0.02","84","90",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-07-04","4.88","78","81",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-07-05","1.65","79","81","77"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-07-06","0.59","82","88",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-07-07","0.16","84",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-07-08","0.04","83","87",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-07-09","0.04","84","89","78"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-07-10","0.02","83",,
"IN012070800","BOMBAY SANTACRUZ, IN","2004-07-11","0.51","83","87",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-07-12","0.00","85",,
"IN012070800","BOMBAY SANTACRUZ, IN","2004-07-13","0.02","84","90",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-07-14","0.08","82","89",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-07-15","1.46","78","85",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-07-16","0.55","78","87",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-07-17","0.00","79","88",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-07-18","0.39","83",,
"IN012070800","BOMBAY SANTACRUZ, IN","2004-07-19","0.31","83",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-07-20","1.42","82","88","77"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-07-21","0.39","83","89","77"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-07-22","0.24","86",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-07-23","0.12","82",,
"IN012070800","BOMBAY SANTACRUZ, IN","2004-07-24","1.69","85",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-07-25","1.57","81",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-07-26","3.98","79",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-07-27","1.69","81",,
"IN012070800","BOMBAY SANTACRUZ, IN","2004-07-28","0.28","78",,
"IN012070800","BOMBAY SANTACRUZ, IN","2004-07-29","3.74","77","79","75"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-07-30","3.03","77","83",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-07-31","2.99","80",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-08-01","1.89","78",,
"IN012070800","BOMBAY SANTACRUZ, IN","2004-08-02","5.12","79",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-08-03","1.97","80","81",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-08-04","4.72","78",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-08-05","3.54","78",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-08-06","5.08","82","86","75"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-08-07","0.47","83",,"79"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-08-08","0.24","83",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-08-09","0.67","82",,
"IN012070800","BOMBAY SANTACRUZ, IN","2004-08-10","0.59","83","86","76"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-08-11","1.14","79",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-08-12",,"83",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-08-13",,"84",,
"IN012070800","BOMBAY SANTACRUZ, IN","2004-08-14","0.04","82","84",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-08-15","0.43","81","84","76"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-08-16","0.35","81","84","77"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-08-17","2.13","81","86",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-08-18","0.08","81",,
"IN012070800","BOMBAY SANTACRUZ, IN","2004-08-19","0.39","82",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-08-20","0.35","81",,
"IN012070800","BOMBAY SANTACRUZ, IN","2004-08-21","1.02","78",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-08-22","1.50","82","86","76"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-08-23","0.08","79","82",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-08-24","0.39","81","87","76"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-08-25","0.51","83",,"79"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-08-26","0.08","84","88","79"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-08-27","0.00","83",,"80"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-08-28","0.00","84",,"79"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-08-29","0.00","84",,"80"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-08-30","0.00","84",,
"IN012070800","BOMBAY SANTACRUZ, IN","2004-08-31",,"83",,"79"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-09-01",,"84",,
"IN012070800","BOMBAY SANTACRUZ, IN","2004-09-02","0.00","83",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-09-03","0.00","82",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-09-04","0.00","83",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-09-05","0.00","83",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-09-06",,"78","86",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-09-07",,"81","87",
"IN012070800","BOMBAY SANTACRUZ, IN","2004-09-08","0.01","82","85","78"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-09-09","0.24","83",,
"IN012070800","BOMBAY SANTACRUZ, IN","2004-09-10","0.35","83","87","77"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-09-11","0.03","83",,
"IN012070800","BOMBAY SANTACRUZ, IN","2004-09-12","0.24","83",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-09-13","0.31","82",,
"IN012070800","BOMBAY SANTACRUZ, IN","2004-09-14","0.35","82",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","2004-09-15","0.24","83","88",
